episode,reward,loss,epsilon,crops,covered,val_recall,val_crops,val_score
73,-0.75,1.3105,0.9517,3,0,,,
74,12.55,1.2049,0.9511,8,19,,,
75,10.5,1.1678,0.9507,5,12,,,
76,-1.15,1.0358,0.9499,10,5,,,
77,-0.55,1.2064,0.9493,6,2,,,
78,-0.25,1.0055,0.9486,7,2,,,
79,4.25,1.1237,0.9477,9,8,,,
80,-1.75,0.8999,0.9467,12,2,,,
81,-2.25,0.8415,0.946,7,0,,,
82,-8.45,0.9331,0.9454,8,10,,,
83,1.05,0.7145,0.9453,2,3,,,
84,-4.4,0.9674,0.9447,8,4,,,
85,1.85,1.1642,0.9441,8,5,,,
86,8.2,0.9505,0.9432,13,19,,,
87,35.5,1.0247,0.9425,9,40,,,
88,1.75,1.0039,0.9415,12,13,,,
89,-1.65,0.9649,0.9408,8,0,,,
90,-0.3,0.883,0.9405,2,0,,,
91,-4.2,0.8564,0.9395,11,0,,,
92,-0.45,1.0273,0.9393,3,0,,,
93,-1.2,1.1553,0.9388,6,0,,,
94,29.35,1.0885,0.9378,11,40,,,
95,8.1,0.9397,0.9374,6,12,,,
96,23.75,1.1128,0.9364,11,32,,,
97,33.9,0.9324,0.9357,9,42,,,
98,-1.8,1.1104,0.9351,8,0,,,
99,-0.9,1.3172,0.9346,5,0,,,
100,6.6,1.0555,0.9341,6,15,,,
101,6.35,0.9389,0.9332,9,14,,,
102,4.95,1.0712,0.9327,7,9,,,
103,-1.35,1.1092,0.9322,6,0,,,
104,1.85,1.0516,0.9313,11,11,,,
105,-0.9,0.8533,0.9305,9,3,,,
106,-0.9,0.9276,0.9302,4,0,,,
107,-6.65,1.1198,0.9292,14,1,,,
108,-0.6,0.6704,0.9289,4,0,,,
109,7.1,1.2438,0.9279,13,14,,,
110,27.95,0.9795,0.9274,6,32,,,
111,-0.75,0.7854,0.9271,5,0,,,
112,2.75,0.8153,0.9261,9,8,,,
113,20.75,1.1756,0.9252,13,35,,,
114,-1.65,0.9713,0.9243,13,3,,,
115,7.85,0.9653,0.9234,8,11,,,
116,10.55,0.9383,0.9227,7,20,,,
117,-1.05,1.0697,0.9221,7,0,,,
118,-3.25,1.1478,0.9215,9,2,,,
119,-0.45,1.2969,0.9211,2,0,,,
120,11.05,0.801,0.9206,5,19,,,
121,8.75,1.0544,0.9199,10,14,,,
122,9.2,0.942,0.9189,14,14,,,
123,7.0,1.0787,0.9182,10,19,,,
124,1.6,1.107,0.9178,6,4,,,
125,0.5,0.7967,0.9173,6,2,,,
126,0.15,0.9912,0.9167,8,3,,,
127,-3.9,1.0845,0.9157,12,12,,,
128,11.15,1.0123,0.9153,7,23,,,
129,11.6,1.0814,0.9144,7,14,,,
130,57.55,0.9782,0.9135,13,76,,,
131,15.45,1.0774,0.9125,13,21,,,
132,24.2,1.0913,0.9115,12,29,,,
133,34.75,1.0879,0.9105,14,49,,,
134,16.5,1.0734,0.9095,9,30,,,
135,0.5,0.9674,0.9092,4,2,,,
136,11.4,1.1361,0.9082,15,24,,,
137,-2.25,0.9617,0.9072,12,3,,,
138,-0.9,1.0974,0.9068,4,0,,,
139,4.9,1.1239,0.9061,6,7,,,
140,1.6,0.9293,0.9053,8,4,,,
141,9.5,0.9672,0.9044,12,17,,,
142,36.65,1.1158,0.9039,8,44,,,
143,12.55,1.0078,0.9032,8,19,,,
144,51.6,1.1018,0.9025,8,75,,,
145,-0.75,1.252,0.902,5,0,,,
146,0.0,1.4326,0.9019,0,0,,,
147,0.55,1.0211,0.9009,13,4,,,
148,0.85,1.053,0.9002,7,4,,,
149,-3.3,1.0504,0.8992,13,0,,,
150,-2.25,0.9267,0.8985,7,0,,,
151,3.15,1.1309,0.8976,9,9,,,
152,0.25,1.0664,0.897,5,1,,,
153,-5.55,0.949,0.896,13,9,,,
154,-0.1,0.8792,0.8954,7,5,,,
155,2.65,0.8595,0.8947,8,7,,,
156,22.5,0.9828,0.8938,12,33,,,
157,-1.4,1.2087,0.893,8,1,,,
158,6.9,0.9876,0.8927,4,9,,,
159,29.65,1.0883,0.892,9,40,,,
160,1.85,1.046,0.891,10,5,,,
161,-6.85,0.9338,0.89,13,2,,,
162,31.6,1.1236,0.889,11,46,,,
163,4.8,1.1355,0.888,12,12,,,
164,12.15,1.0914,0.8871,12,18,,,
165,16.55,0.9173,0.8862,11,20,,,
166,10.2,1.0356,0.8857,6,15,,,
167,-1.05,0.9529,0.8851,7,0,,,
168,-4.4,1.1629,0.8841,13,7,,,
169,42.8,0.9737,0.8833,10,53,,,
170,10.6,1.0431,0.8825,9,16,,,
171,-1.6,0.9873,0.8818,9,2,,,
172,6.7,0.9836,0.8808,13,13,,,
173,6.4,1.0066,0.88,10,22,,,
174,-3.15,0.9677,0.879,13,0,,,
175,-1.55,0.9778,0.878,14,1,,,
176,0.6,1.005,0.8774,7,3,,,
177,2.75,1.1077,0.8767,7,5,,,
178,0.05,1.1584,0.8762,4,2,,,
179,7.55,1.1734,0.8758,7,11,,,
180,-1.05,1.0319,0.8751,7,3,,,
181,2.9,0.9832,0.8744,9,8,,,
182,-3.4,0.9544,0.8737,9,5,,,
183,30.1,1.1702,0.873,8,37,,,
184,-0.45,0.8617,0.8728,2,0,,,
185,-1.95,0.9835,0.8718,12,0,,,
186,2.3,1.1823,0.8707,11,8,,,
187,16.55,0.9299,0.8698,11,23,,,
188,-0.75,1.3602,0.8696,3,0,,,
189,19.7,0.8977,0.869,8,23,,,
190,21.1,1.0076,0.868,13,43,,,
191,16.4,0.9525,0.8674,8,20,,,
192,-0.75,1.0783,0.8671,3,0,,,
193,1.65,0.8341,0.8669,2,3,,,
194,-0.6,1.1426,0.8666,4,0,,,
195,5.45,0.9887,0.8659,8,14,,,
196,-2.5,0.8571,0.8654,8,5,,,
197,-1.65,1.1009,0.8647,5,0,,,
198,-2.55,0.871,0.8641,6,0,,,
199,3.15,0.9701,0.8633,9,6,,,
200,0.4,1.2217,0.8629,3,1,,,
201,3.5,0.829,0.8622,9,14,,,
202,36.0,1.1281,0.8614,10,48,,,
203,2.35,1.0863,0.8607,10,7,,,
204,-0.05,1.1177,0.8602,5,1,,,
205,-0.1,0.87,0.8595,6,8,,,
206,3.45,0.7017,0.8593,2,6,,,
207,10.2,1.0714,0.8586,8,18,,,
208,-3.15,1.1783,0.8578,11,3,,,
209,0.9,0.9796,0.8573,4,3,,,
210,6.2,1.1355,0.8568,7,11,,,
211,14.25,1.0058,0.8563,5,18,,,
212,-2.75,0.9222,0.8553,13,1,,,
213,-3.55,0.9744,0.8543,11,5,,,
214,-1.15,1.1941,0.8538,7,2,,,
215,49.85,1.0945,0.853,9,56,,,
216,0.8,0.9603,0.8528,2,2,,,
217,10.9,0.9845,0.8524,3,13,,,
218,0.5,0.9278,0.8521,3,2,,,
219,10.5,1.1105,0.8511,11,15,,,
220,5.4,0.7262,0.8509,2,6,,,
221,10.45,1.0646,0.8504,5,13,,,
222,6.1,1.1271,0.8496,7,19,,,
223,2.2,1.2793,0.849,7,10,,,
224,-1.5,1.0544,0.8481,10,0,,,
225,-2.25,1.0433,0.8474,11,6,,,
226,23.05,1.0072,0.8464,14,43,,,
227,1.25,1.1273,0.8453,15,11,,,
228,-1.05,0.9385,0.8449,4,0,,,
229,28.5,1.1289,0.8441,9,39,,,
230,3.6,1.1159,0.8434,9,6,,,
231,9.95,0.869,0.8428,5,14,,,
232,6.25,0.7713,0.8421,10,10,,,
233,-1.05,0.9278,0.8413,9,3,,,
234,-0.75,0.7435,0.8408,3,0,,,
235,22.8,1.0963,0.8401,6,30,,,
236,-1.45,1.064,0.8391,11,2,,,
237,11.0,0.938,0.8386,5,14,,,
238,-0.9,1.1579,0.8381,6,0,,,
239,-0.5,1.2111,0.8376,8,1,,,
240,-13.1,0.9577,0.8366,14,10,,,
241,-1.2,1.0983,0.8362,3,0,,,
242,11.4,1.0572,0.8355,9,18,,,
243,37.35,0.9727,0.8345,8,45,,,
244,11.8,1.0546,0.8338,8,16,,,
245,-1.7,0.9572,0.8328,10,1,,,
246,-0.9,1.023,0.8322,8,6,,,
247,89.7,0.9747,0.8314,10,99,,,
248,8.05,1.0901,0.8305,12,16,,,
249,50.1,1.098,0.8298,8,72,,,
250,-0.75,0.7431,0.8295,3,0,,,
251,4.75,1.2245,0.8287,9,10,,,
252,3.25,0.9895,0.8277,10,10,,,
253,-0.8,1.0869,0.8267,14,7,,,
254,1.8,0.9956,0.8259,9,6,,,
255,-1.65,1.0086,0.8254,5,0,,,
256,4.1,1.3529,0.8251,2,5,,,
257,1.9,0.9682,0.8241,12,4,,,
258,20.95,0.9321,0.823,15,37,,,
259,23.4,1.0695,0.8221,12,39,,,
260,-3.15,1.0023,0.8211,10,3,,,
261,16.35,0.9271,0.8203,10,24,,,
262,6.8,0.9054,0.8197,8,11,,,
263,1.2,1.0795,0.8189,9,3,,,
264,-4.4,1.0471,0.8185,6,1,,,
265,-2.4,1.0076,0.818,5,0,,,
266,5.8,0.9333,0.8173,8,10,,,
267,-0.3,0.8705,0.8172,1,0,,,
268,3.65,1.1106,0.8166,6,5,,,
269,5.5,0.912,0.8157,12,16,,,
270,0.1,1.0282,0.8149,11,7,,,
271,24.8,1.123,0.8143,6,44,,,
272,4.45,1.1192,0.8138,4,7,,,
273,8.6,0.8916,0.8133,5,11,,,
274,7.8,0.8554,0.8124,9,12,,,
275,0.35,0.9432,0.8114,8,2,,,
276,23.85,0.9868,0.8104,13,33,,,
277,57.7,1.1536,0.8096,13,67,,,
278,13.6,0.9087,0.8085,14,22,,,
279,-3.45,0.9048,0.8075,10,3,,,
280,8.4,0.991,0.807,8,12,,,
281,-1.55,1.0416,0.8062,11,4,,,
282,23.3,1.0607,0.8052,10,38,,,
283,4.0,0.9572,0.8042,13,10,,,
284,-1.5,1.0063,0.8037,7,0,,,
285,-0.4,0.9532,0.8032,7,2,,,
286,0.15,0.9085,0.8024,6,3,,,
287,10.75,1.1281,0.8019,6,16,,,
288,-0.15,0.0,0.8018,1,0,,,
289,-3.35,1.23,0.8012,8,1,,,
290,-3.55,0.9612,0.8004,9,2,,,
291,4.15,0.9378,0.8001,4,7,,,
292,0.6,1.0287,0.7991,12,3,,,
293,7.2,0.9743,0.7984,8,9,,,
294,16.95,0.8786,0.7978,6,21,,,
295,-1.2,0.9932,0.7975,5,0,,,
296,6.6,0.8201,0.7966,12,12,,,
297,-0.15,0.5604,0.7964,1,0,,,
298,14.85,1.1074,0.7957,10,18,,,
299,-0.75,0.9194,0.7954,4,0,,,
300,3.75,1.0883,0.7947,6,6,,,
301,-0.85,0.8319,0.7938,9,2,,,
302,16.25,0.973,0.7932,10,20,,,
303,-0.5,0.9894,0.7921,12,4,,,
304,-1.3,0.9841,0.7914,9,2,,,
305,45.15,1.2465,0.7908,7,51,,,
306,2.15,0.989,0.7898,11,11,,,
307,9.9,1.0021,0.789,10,15,,,
308,1.4,0.9084,0.7887,2,2,,,
309,28.7,0.9676,0.7877,9,38,,,
310,16.65,0.9368,0.7868,12,27,,,
311,10.3,0.8487,0.7864,5,16,,,
312,-2.55,1.0348,0.7857,11,12,,,
313,-1.95,0.9447,0.7849,9,0,,,
314,-2.1,1.1711,0.7839,12,0,,,
315,21.15,1.1176,0.7834,6,27,,,
316,-0.45,1.123,0.7831,3,0,,,
317,7.95,0.9101,0.7827,7,12,,,
318,29.2,0.9892,0.7817,15,40,,,
319,4.8,1.0415,0.7811,6,9,,,
320,-0.45,0.9205,0.7808,3,0,,,
321,-0.7,0.9053,0.7799,12,8,,,
322,-2.85,0.7123,0.7788,11,0,,,
323,-2.1,0.9771,0.7778,13,0,,,
324,9.35,1.0614,0.7769,14,20,,,
325,22.05,1.143,0.7759,14,30,,,
326,2.15,0.9379,0.7749,13,5,,,
327,21.3,1.0899,0.7739,12,30,,,
328,-4.8,0.9695,0.7733,8,3,,,
329,-1.95,1.0322,0.7728,6,3,,,
330,5.75,1.0379,0.7724,4,8,,,
331,5.85,1.0991,0.7721,5,9,,,
332,-0.15,1.0105,0.7716,1,0,,,
333,37.55,1.163,0.771,10,44,,,
334,-2.7,0.8247,0.77,11,6,,,
335,3.35,0.8881,0.7694,8,11,,,
336,0.3,1.1849,0.7685,11,6,,,
337,-1.15,0.9383,0.7675,9,2,,,
338,4.55,1.2725,0.7674,1,5,,,
339,-0.75,1.0401,0.7669,5,0,,,
340,-1.4,0.9624,0.7661,9,1,,,
341,-3.05,0.879,0.7651,11,4,,,
342,-0.8,0.9714,0.7644,7,7,,,
343,3.4,0.8306,0.764,6,13,,,
344,16.7,0.9675,0.7629,13,23,,,
345,18.7,0.9604,0.7622,9,25,,,
346,-4.6,0.9291,0.7614,9,2,,,
347,-0.75,1.1408,0.761,4,0,,,
348,14.95,1.0246,0.7606,6,19,,,
349,-1.5,0.7959,0.7599,9,0,,,
350,15.8,1.0543,0.7589,9,20,,,
351,-3.2,0.9873,0.7581,10,1,,,
352,0.15,1.0723,0.7571,15,3,,,
353,2.95,1.1346,0.7562,14,10,,,
354,15.5,0.9113,0.7552,14,35,,,
355,0.65,1.0083,0.7543,9,8,,,
356,17.35,0.9495,0.7533,13,25,,,
357,1.6,0.9719,0.7524,9,13,,,
358,0.65,0.7621,0.7518,7,2,,,
359,-1.5,0.8833,0.7515,3,0,,,
360,1.9,0.9553,0.751,8,7,,,
361,-1.95,0.9973,0.7502,9,0,,,
362,3.4,1.132,0.7496,6,7,,,
363,12.1,0.9588,0.7489,10,19,,,
364,-0.2,0.9071,0.7479,11,7,,,
365,29.7,0.874,0.7469,12,39,,,
366,-2.35,1.0306,0.7459,13,5,,,
367,27.35,1.0098,0.7449,10,38,,,
368,25.4,0.9963,0.7443,8,29,,,
369,0.95,0.9856,0.7439,6,5,,,
370,4.9,0.9329,0.7431,8,7,,,
371,26.55,0.7752,0.7424,9,42,,,
372,14.35,0.974,0.7417,8,19,,,
373,-1.1,1.107,0.7413,5,1,,,
374,37.4,0.7254,0.7403,14,50,,,
375,-0.4,0.8821,0.7394,8,2,,,
376,24.6,0.8353,0.7389,7,33,,,
377,-0.75,1.0262,0.7384,6,3,,,
378,-2.1,1.0754,0.7376,7,0,,,
379,20.05,0.963,0.7366,14,31,,,
380,5.1,0.9177,0.7358,8,9,,,
381,4.15,0.9357,0.7348,10,7,,,
382,-3.0,0.8992,0.7342,8,3,,,
383,1.35,0.9699,0.7332,14,9,,,
384,13.5,0.8793,0.7324,10,18,,,
385,-2.55,0.9572,0.7317,9,0,,,
386,0.15,0.8996,0.731,11,6,,,
387,-0.85,1.0533,0.73,12,5,,,
388,113.2,1.0065,0.729,12,127,,,
389,4.25,0.9308,0.7282,9,20,,,
390,16.85,1.0177,0.7276,9,26,,,
391,-2.35,0.9386,0.7266,12,2,,,
392,9.85,0.7859,0.726,8,16,,,
393,-0.0,0.9163,0.7254,8,6,,,
394,4.9,1.015,0.7244,10,7,,,
395,3.3,0.7727,0.7241,5,6,,,
396,54.2,1.1065,0.7231,10,62,,,
397,0.55,0.8077,0.7225,8,7,,,
398,-1.95,0.9074,0.7218,9,9,,,
399,1.9,0.9463,0.721,10,4,,,
400,8.3,0.973,0.7202,7,11,,,
401,13.2,0.8943,0.7196,8,18,,,
402,-7.95,0.8322,0.7187,14,12,,,
403,0.1,0.9529,0.7181,7,4,,,
404,-0.3,0.7383,0.7173,8,3,,,
405,59.5,1.0269,0.7165,11,82,,,
406,0.8,1.0316,0.7154,10,5,,,
407,0.3,1.0908,0.715,5,6,,,
408,7.3,0.9858,0.7144,8,13,,,
409,2.85,1.0993,0.7135,12,9,,,
410,19.55,1.0052,0.7131,6,29,,,
411,7.15,0.9851,0.7121,14,16,,,
412,2.6,0.7784,0.7118,5,5,,,
413,-1.8,1.0616,0.7113,7,0,,,
414,18.25,1.0176,0.7103,13,37,,,
415,5.5,1.0532,0.7097,7,7,,,
416,4.1,0.8239,0.7093,5,8,,,
417,8.45,1.0271,0.7083,9,11,,,
418,-1.35,0.7832,0.7073,9,0,,,
419,16.85,1.0419,0.7065,8,23,,,
420,-3.35,0.9577,0.7058,8,1,,,
421,2.8,0.9303,0.705,8,10,,,
422,-0.05,1.0141,0.7042,8,13,,,
423,-0.75,1.4343,0.704,3,0,,,
424,8.1,1.0433,0.7031,14,12,,,
425,7.25,0.9551,0.7028,3,8,,,
426,8.6,1.0615,0.7021,8,11,,,
427,4.4,1.0109,0.7013,10,23,,,
428,8.95,0.9153,0.7003,13,16,,,
429,2.9,1.0046,0.6999,4,5,,,
430,5.8,0.8883,0.6989,14,31,,,
431,-1.25,0.9017,0.6982,9,1,,,
432,13.45,0.9665,0.6975,8,19,,,
433,11.2,0.976,0.6967,9,16,,,
434,15.95,1.0604,0.6964,5,23,,,
435,11.35,0.8746,0.6957,9,16,,,
436,0.25,0.9391,0.6953,5,1,,,
437,-0.9,0.886,0.6949,7,3,,,
438,5.2,0.9961,0.694,6,10,,,
439,2.5,1.166,0.6936,5,4,,,
440,2.4,0.9673,0.6933,4,3,,,
441,-1.45,1.0818,0.6926,9,5,,,
442,6.1,1.1376,0.6921,6,7,,,
443,-0.05,1.0751,0.6917,5,1,,,
444,-3.85,1.0668,0.6907,13,2,,,
445,16.75,0.9788,0.6903,6,22,,,
446,11.8,1.0007,0.6897,10,25,,,
447,1.9,0.9015,0.6887,11,4,,,
448,5.45,1.0236,0.6876,11,11,,,
449,-0.8,0.9469,0.6873,3,1,,,
450,5.35,1.0631,0.6863,11,10,,,
451,-0.95,1.1353,0.6858,4,1,,,
452,-0.9,0.8129,0.6848,11,3,,,
453,4.7,1.1437,0.684,8,8,,,
454,-2.1,0.9378,0.683,12,0,,,
455,40.75,0.936,0.6825,7,49,,,
456,9.85,1.0679,0.6821,6,16,,,
457,-1.65,1.0989,0.6811,14,3,,,
458,3.05,0.9399,0.6802,12,5,,,
459,2.25,0.986,0.6795,8,30,,,
460,20.2,0.9337,0.6785,12,40,,,
461,10.3,1.0527,0.678,8,16,,,
462,5.3,0.9901,0.6772,11,11,,,
463,8.75,0.7785,0.6766,7,11,,,
464,9.6,0.9684,0.6756,14,21,,,
465,2.0,0.9632,0.6747,7,8,,,
466,20.8,1.1061,0.6742,6,25,,,
467,21.55,0.9413,0.6732,14,37,,,
468,26.5,0.9897,0.6726,8,31,,,
469,-0.6,0.8683,0.6722,3,0,,,
470,-0.45,1.0873,0.6719,3,0,,,
471,14.2,1.0547,0.6712,9,25,,,
472,13.35,1.0253,0.6705,8,21,,,
473,-1.65,0.9612,0.6697,9,0,,,
474,1.3,0.9341,0.6691,7,4,,,
475,18.2,1.1436,0.6686,7,26,,,
476,0.3,1.0137,0.6676,11,3,,,
477,14.95,0.8411,0.6668,10,22,,,
478,-1.5,0.8265,0.6665,3,0,,,
479,2.5,1.1486,0.6663,2,4,,,
480,48.5,0.9698,0.6656,10,65,,,
481,21.7,0.9543,0.6649,9,34,,,
482,1.5,1.2155,0.6639,12,12,,,
483,-1.25,0.9325,0.6629,8,1,,,
484,16.55,0.9015,0.6622,10,23,,,
485,-1.35,0.8731,0.6612,10,3,,,
486,-1.0,0.8616,0.6607,6,2,,,
487,8.45,0.8975,0.6602,6,14,,,
488,32.75,0.7719,0.6595,9,41,,,
489,0.6,1.1398,0.6585,9,6,,,
490,15.5,0.8654,0.6575,13,23,,,
491,6.3,0.9591,0.6565,13,9,,,
492,13.35,0.8952,0.6556,11,21,,,
493,30.65,0.9767,0.655,6,38,,,
494,11.75,1.1943,0.6545,7,14,,,
495,17.55,0.8593,0.654,7,21,,,
496,-0.5,0.8921,0.653,8,1,,,
497,1.6,0.8539,0.6524,8,4,,,
498,23.35,0.918,0.6516,9,46,,,
499,6.2,1.0117,0.6512,5,14,,,
500,-3.0,0.9879,0.6502,11,0,0.4454,10.465,-0.3353
501,21.4,1.0707,0.6492,15,52,,,
502,-2.95,0.946,0.6484,13,2,,,
503,2.75,0.9519,0.6479,7,5,,,
504,-0.6,0.935,0.6477,2,0,,,
505,-0.5,1.0247,0.6473,5,1,,,
506,-1.55,0.94,0.6463,13,1,,,
507,-0.3,0.9067,0.6462,1,0,,,
508,-0.9,1.18,0.6455,6,0,,,
509,7.0,1.131,0.6451,5,10,,,
510,3.6,0.8315,0.6441,9,15,,,
511,2.5,1.0095,0.6434,6,4,,,
512,3.75,0.8471,0.6424,9,6,,,
513,25.95,0.8953,0.6419,7,30,,,
514,21.2,0.9439,0.6408,12,29,,,
515,16.95,0.97,0.6402,7,21,,,
516,5.65,0.9665,0.6395,6,7,,,
517,-0.75,0.9758,0.6389,5,0,,,
518,-3.2,1.0852,0.6381,12,7,,,
519,12.65,0.8904,0.637,15,20,,,
520,0.8,0.978,0.6365,5,2,,,
521,19.85,0.8476,0.6355,12,23,,,
522,21.9,0.9315,0.635,4,24,,,
523,3.25,1.1049,0.6345,5,4,,,
524,1.4,0.9746,0.6338,8,5,,,
525,-0.35,0.9443,0.6332,6,1,,,
526,0.6,1.0094,0.6322,12,6,,,
527,18.3,0.9422,0.6315,8,24,,,
528,3.55,1.0072,0.6313,2,4,,,
529,-1.8,0.8845,0.6303,9,0,,,
530,3.15,1.0682,0.6293,14,12,,,
531,17.65,0.8704,0.6285,7,28,,,
532,1.3,0.8923,0.6275,14,16,,,
533,-0.75,0.8776,0.6271,4,0,,,
534,1.1,0.7829,0.6263,8,5,,,
535,-0.3,1.012,0.626,2,0,,,
536,30.25,0.8288,0.6252,12,46,,,
537,0.9,0.9489,0.6244,8,3,,,
538,37.55,0.9783,0.6234,13,65,,,
539,6.1,1.0525,0.6229,8,10,,,
540,4.5,1.051,0.6219,11,9,,,
541,13.05,0.8654,0.6209,12,24,,,
542,1.8,0.8711,0.6201,9,6,,,
543,3.55,0.9305,0.6196,6,7,,,
544,31.45,0.9825,0.6185,13,46,,,
545,24.1,0.9175,0.6175,13,43,,,
546,-5.35,1.0738,0.6171,5,2,,,
547,-3.0,0.9861,0.6161,10,0,,,
548,0.05,0.7379,0.6158,4,2,,,
549,21.0,0.9341,0.615,10,33,,,
550,6.1,0.6067,0.6148,2,7,,,
551,-5.15,0.7866,0.6138,13,4,,,
552,-2.0,1.0563,0.6128,12,1,,,
553,0.45,1.0091,0.6118,9,3,,,
554,2.15,1.0477,0.6111,9,5,,,
555,-4.45,0.9037,0.6103,8,2,,,
556,2.95,0.6789,0.6101,2,4,,,
557,10.7,0.8342,0.6096,5,14,,,
558,21.5,1.0491,0.6087,11,35,,,
559,0.7,1.1141,0.6085,2,1,,,
560,-0.3,0.8091,0.6085,1,0,,,
561,14.2,0.9257,0.6081,6,19,,,
562,-5.35,0.9859,0.6074,10,8,,,
563,-2.4,0.8954,0.6064,11,0,,,
564,-1.5,0.865,0.6054,9,0,,,
565,-3.3,0.9588,0.6045,12,3,,,
566,3.45,0.9766,0.6036,13,9,,,
567,-3.9,1.0093,0.6026,13,0,,,
568,-0.3,0.5933,0.6025,2,0,,,
569,1.85,1.0749,0.6017,10,5,,,
570,16.2,0.8754,0.6012,4,18,,,
571,15.0,0.8404,0.6006,8,21,,,
572,3.8,0.8847,0.5995,10,8,,,
573,-1.8,0.8948,0.599,7,0,,,
574,7.6,0.8176,0.598,14,34,,,
575,15.0,0.8013,0.5975,7,21,,,
576,41.05,1.0358,0.5964,13,61,,,
577,-0.85,0.9351,0.5956,10,2,,,
578,-0.1,0.8771,0.5945,12,2,,,
579,8.85,0.8041,0.594,7,12,,,
580,-4.85,0.9903,0.593,12,1,,,
581,3.2,0.8806,0.5925,5,5,,,
582,16.75,0.9738,0.5919,5,19,,,
583,-1.85,0.798,0.5913,7,7,,,
584,-1.55,0.9573,0.5905,9,4,,,
585,-1.5,0.9371,0.5895,10,0,,,
586,1.3,0.6847,0.5888,7,4,,,
587,7.05,0.9532,0.5881,8,12,,,
588,31.25,0.8766,0.5873,7,38,,,
589,-0.3,1.0718,0.587,2,0,,,
590,21.7,0.7857,0.5862,11,34,,,
591,-0.6,0.9594,0.5856,4,0,,,
592,1.3,0.7724,0.5851,5,4,,,
593,1.6,0.9797,0.5845,8,4,,,
594,16.75,0.9301,0.5837,9,28,,,
595,4.8,0.9968,0.5832,5,6,,,
596,2.7,0.7624,0.5826,7,6,,,
597,1.3,0.8388,0.5821,6,4,,,
598,22.5,0.7393,0.5814,10,39,,,
599,11.5,0.7252,0.5808,6,16,,,
600,5.3,0.9633,0.5801,8,8,,,
601,-1.25,0.9722,0.5791,10,1,,,
602,1.45,0.8397,0.5783,8,4,,,
